0,1,2,3,4,5,6,trajectory_file,trajectory_id
-1935.0,42276.74,0.0507489,13.4614,107.7131,188.8823,5.8539,eledebtrain001.dat,eledebtrain001
-255.0,42276.71,0.180496,13.4489,194.6175,21.4868,357.8997,eledebtrain001.dat,eledebtrain001
6195.0,42282.78,0.0470694,11.017,75.741,279.1345,362.3818,eledebtrain001.dat,eledebtrain001
6385.0,42321.28,0.1882959,10.9412,168.1598,92.0366,355.8997,eledebtrain001.dat,eledebtrain001
-715.0,42192.72,0.4072139,28.194,351.5995,272.5405,357.0113,eledebtrain002.dat,eledebtrain002
-235.0,42271.82,0.0637583,27.2531,112.556,338.9246,348.3112,eledebtrain002.dat,eledebtrain002
755.0,42296.68,0.3650661,22.3616,154.3212,302.8574,324.2259,eledebtrain002.dat,eledebtrain002
1125.0,42227.96,0.3521713,19.5906,11.4006,313.6472,321.9356,eledebtrain002.dat,eledebtrain002
1725.0,42306.9,0.3791809,13.9704,222.5606,252.5172,312.304,eledebtrain002.dat,eledebtrain002
2525.0,42272.05,0.4336811,6.4674,244.2444,281.2392,318.7207,eledebtrain002.dat,eledebtrain002
3215.0,42250.28,0.4316447,4.7589,15.9194,196.8797,25.2205,eledebtrain002.dat,eledebtrain002
4665.0,42244.26,0.43568,18.8609,206.654,176.5284,35.0543,eledebtrain002.dat,eledebtrain002
6615.0,42267.42,0.2511123,26.3663,129.0853,266.9265,355.394,eledebtrain002.dat,eledebtrain002
7295.0,42265.12,0.3813562,24.622,255.539,249.6137,340.4002,eledebtrain002.dat,eledebtrain002
3695.0,42284.33,0.101188,16.6487,256.3106,261.1312,348.9994,eledebtrain003.dat,eledebtrain003
6515.0,42332.92,0.1065086,13.6722,218.3799,337.8578,315.6969,eledebtrain003.dat,eledebtrain003
6945.0,42301.08,0.1093016,13.0217,159.9939,349.3525,307.7929,eledebtrain003.dat,eledebtrain003
-2935.0,42225.81,0.8176535,9.3707,340.9737,357.7935,256.5417,eledebtrain004.dat,eledebtrain004
-1215.0,42278.07,0.8111489,27.2978,158.7088,188.6762,311.2821,eledebtrain004.dat,eledebtrain004
-915.0,42274.0,0.8220965,19.2628,115.7046,181.6072,283.5438,eledebtrain004.dat,eledebtrain004
1565.0,42174.8,0.6935912,9.0696,99.4672,200.7665,148.4173,eledebtrain004.dat,eledebtrain004
2315.0,42233.02,0.3543749,34.2459,249.7536,302.9854,25.262,eledebtrain004.dat,eledebtrain004
4505.0,42139.29,0.659685,31.1574,236.8214,35.5712,52.1602,eledebtrain004.dat,eledebtrain004
-3875.0,42262.41,0.1057292,3.7292,360.3476,319.5505,9.4626,eledebtrain005.dat,eledebtrain005
605.0,42198.8,0.0994401,9.0515,94.8312,39.1157,21.0754,eledebtrain005.dat,eledebtrain005
1585.0,42276.21,0.1563297,9.5908,272.2858,35.6957,18.1431,eledebtrain005.dat,eledebtrain005
-4575.0,42291.35,0.1026221,3.5479,201.8296,295.5826,101.892,eledebtrain006.dat,eledebtrain006
-2255.0,42300.1,0.0882822,9.3847,209.1257,16.588,60.1339,eledebtrain006.dat,eledebtrain006
-1315.0,42187.41,0.1130871,11.5469,73.8882,37.4897,47.6303,eledebtrain006.dat,eledebtrain006
-285.0,42275.18,0.0918011,12.7821,274.3667,62.5348,36.5069,eledebtrain006.dat,eledebtrain006
4685.0,42210.35,0.1057444,15.9888,194.64,211.2473,351.2486,eledebtrain006.dat,eledebtrain006
5595.0,42247.33,0.0810128,15.8015,52.3039,234.6043,344.0549,eledebtrain006.dat,eledebtrain006
445.0,42274.48,0.1409064,24.8346,147.2733,27.7438,299.7016,eledebtrain007.dat,eledebtrain007
1055.0,42283.17,0.324682,17.5789,310.1498,315.6562,271.1877,eledebtrain007.dat,eledebtrain007
1785.0,42227.94,0.3303965,8.0813,315.8662,8.5634,217.2742,eledebtrain007.dat,eledebtrain007
3325.0,42319.62,0.1404234,23.2045,230.2638,218.2059,69.5168,eledebtrain007.dat,eledebtrain007
-2055.0,42310.7,0.04436,12.654,153.191,317.108,31.7312,eledebtrain008.dat,eledebtrain008
-215.0,42231.14,0.0612522,14.7112,276.9317,351.3587,13.3877,eledebtrain008.dat,eledebtrain008
305.0,42256.1,0.0825037,15.3376,211.5432,257.6974,8.7168,eledebtrain008.dat,eledebtrain008
1085.0,42225.71,0.1069954,14.9501,291.6856,299.0668,2.3523,eledebtrain008.dat,eledebtrain008
1495.0,42272.21,0.1212537,14.866,140.0062,321.0698,365.5334,eledebtrain008.dat,eledebtrain008
2075.0,42282.44,0.004596,14.5001,197.8485,94.0857,349.8123,eledebtrain008.dat,eledebtrain008
3285.0,42285.21,0.0886212,14.3783,301.3641,334.1321,352.8108,eledebtrain008.dat,eledebtrain008
4095.0,42236.11,0.11876,13.4107,3.0408,27.7246,338.5009,eledebtrain008.dat,eledebtrain008
6595.0,42246.24,0.0557787,10.5751,314.081,39.7535,323.7063,eledebtrain008.dat,eledebtrain008
7095.0,42331.97,0.1240607,9.3821,80.7057,117.8578,320.4307,eledebtrain008.dat,eledebtrain008
-2675.0,42190.41,0.182362,22.3112,114.2848,159.978,292.7341,eledebtrain009.dat,eledebtrain009
-945.0,42241.74,0.1790053,41.933,27.8132,135.7076,358.5142,eledebtrain009.dat,eledebtrain009
-445.0,42264.96,0.7356899,32.9437,239.219,228.3039,315.8023,eledebtrain009.dat,eledebtrain009
-205.0,42190.84,0.5724074,30.7678,286.2107,174.4844,301.1604,eledebtrain009.dat,eledebtrain009
575.0,42263.14,0.7032708,22.7576,221.3949,22.2521,95.9188,eledebtrain009.dat,eledebtrain009
815.0,42171.81,0.597384,23.8821,300.1619,347.3041,62.8574,eledebtrain009.dat,eledebtrain009
2505.0,42195.6,0.6221605,25.6402,290.9119,333.7222,280.7755,eledebtrain009.dat,eledebtrain009
3085.0,42176.17,0.1083185,11.3577,349.6102,37.9304,94.242,eledebtrain009.dat,eledebtrain009
6985.0,42270.19,0.6576754,43.6201,201.4323,324.457,330.139,eledebtrain009.dat,eledebtrain009
695.0,42189.07,0.0312166,18.9283,48.2588,236.1937,308.8843,eledebtrain010.dat,eledebtrain010
2075.0,42300.99,0.238899,14.6432,317.5608,40.9129,60.6011,eledebtrain010.dat,eledebtrain010
2505.0,42229.3,0.1539858,22.1571,318.1832,253.778,47.7093,eledebtrain010.dat,eledebtrain010
2985.0,42280.3,0.5925484,30.0251,69.3932,326.0856,29.4255,eledebtrain010.dat,eledebtrain010
5965.0,42288.66,0.1754299,0.4753,327.5756,334.9274,354.6575,eledebtrain010.dat,eledebtrain010
6515.0,42295.44,0.5964574,11.0159,220.6475,164.3487,68.949,eledebtrain010.dat,eledebtrain010
7275.0,42285.0,0.5745759,30.3994,272.5693,195.0383,39.9331,eledebtrain010.dat,eledebtrain010
4305.0,42237.25,0.0652456,12.0682,300.5958,341.4177,329.523,eledebtrain011.dat,eledebtrain011
5845.0,42321.41,0.0757261,10.1254,102.3469,21.4316,313.5906,eledebtrain011.dat,eledebtrain011
5485.0,42229.24,0.1420571,10.42,126.2956,322.5295,341.7434,eledebtrain012.dat,eledebtrain012
5895.0,42191.08,0.1424521,10.2268,21.4818,330.9961,336.3236,eledebtrain012.dat,eledebtrain012
6465.0,42320.22,0.0708771,9.5396,273.3369,329.9729,340.7781,eledebtrain012.dat,eledebtrain012
6875.0,42274.35,0.0929561,8.9757,185.6836,340.4201,327.8121,eledebtrain012.dat,eledebtrain012
305.0,42259.25,0.0430257,15.0997,346.2193,167.8652,47.6966,eledebtrain013.dat,eledebtrain013
1585.0,42301.87,0.1597935,18.3989,38.9868,19.5837,33.2814,eledebtrain013.dat,eledebtrain013
3255.0,42261.33,0.047727,22.2131,335.1034,215.1244,14.7997,eledebtrain013.dat,eledebtrain013
3525.0,42296.8,0.1341646,22.5607,337.6438,119.3469,11.8763,eledebtrain013.dat,eledebtrain013
3925.0,42280.37,0.1102654,22.6658,161.821,149.9348,6.6712,eledebtrain013.dat,eledebtrain013
4245.0,42297.89,0.1455631,22.8697,74.4274,123.9761,2.7763,eledebtrain013.dat,eledebtrain013
5265.0,42303.37,0.1513343,23.0788,104.6937,94.3994,344.1925,eledebtrain013.dat,eledebtrain013
6425.0,42208.66,0.1579057,21.6052,362.0377,151.7369,328.3412,eledebtrain013.dat,eledebtrain013
6675.0,42281.39,0.1036256,21.2901,340.5119,82.3941,330.2528,eledebtrain013.dat,eledebtrain013
6865.0,42335.48,0.1278972,20.3928,149.539,208.0949,331.9975,eledebtrain013.dat,eledebtrain013
7295.0,42216.12,0.0666083,19.4089,289.0165,268.0033,317.66,eledebtrain013.dat,eledebtrain013
875.0,42264.54,0.0619639,12.0426,170.3383,324.0578,10.358,eledebtrain014.dat,eledebtrain014
1135.0,42269.64,0.0655236,12.4162,123.6641,329.0212,8.6233,eledebtrain014.dat,eledebtrain014
2415.0,42304.53,0.0593834,12.3376,227.5515,3.2694,1.1293,eledebtrain014.dat,eledebtrain014
2865.0,42266.93,0.0588631,12.6168,140.9679,10.3741,365.5465,eledebtrain014.dat,eledebtrain014
3175.0,42195.57,0.0589666,12.6541,74.554,21.3008,359.8386,eledebtrain014.dat,eledebtrain014
4175.0,42206.43,0.066713,12.279,228.4473,48.0231,347.6694,eledebtrain014.dat,eledebtrain014
4375.0,42219.16,0.0598983,12.5916,198.2459,48.3941,346.6912,eledebtrain014.dat,eledebtrain014
4675.0,42232.59,0.0586816,12.2198,132.6951,60.3292,343.2987,eledebtrain014.dat,eledebtrain014
4965.0,42211.79,0.0630099,12.3826,71.9125,69.1035,340.9253,eledebtrain014.dat,eledebtrain014
5395.0,42290.92,0.0593447,12.125,349.3719,79.8308,343.2008,eledebtrain014.dat,eledebtrain014
6105.0,42335.8,0.0620307,11.669,206.9843,102.6766,329.9725,eledebtrain014.dat,eledebtrain014
6605.0,42276.38,0.0602666,10.9668,112.3444,111.3334,329.9573,eledebtrain014.dat,eledebtrain014
5.0,42223.18,0.0213662,17.0204,112.693,323.6259,8.6274,eledebtrain015.dat,eledebtrain015
385.0,42218.5,0.0255846,17.4853,7.9114,335.2898,4.517,eledebtrain015.dat,eledebtrain015
755.0,42257.7,0.0244995,16.8793,282.3152,351.1716,0.6873,eledebtrain015.dat,eledebtrain015
1255.0,42288.59,0.0578278,16.9425,64.8009,85.2126,354.4562,eledebtrain015.dat,eledebtrain015
1465.0,42224.99,0.0118351,17.0109,147.2016,317.6195,357.5942,eledebtrain015.dat,eledebtrain015
1845.0,42310.69,0.0143485,16.4643,33.3912,346.8779,355.6724,eledebtrain015.dat,eledebtrain015
2585.0,42234.45,0.0130451,15.9777,211.7231,349.1092,346.2305,eledebtrain015.dat,eledebtrain015
2935.0,42186.73,0.0106394,15.441,190.7053,298.9775,336.6163,eledebtrain015.dat,eledebtrain015
4995.0,42304.38,0.0572902,13.4489,193.521,192.6662,322.2987,eledebtrain015.dat,eledebtrain015
5715.0,42289.66,0.0561731,12.4911,26.007,197.8062,311.0048,eledebtrain015.dat,eledebtrain015
6475.0,42312.45,0.0564149,11.054,184.9748,235.3446,306.3633,eledebtrain015.dat,eledebtrain015
6935.0,42267.26,0.041771,10.2145,16.2955,302.1661,301.6241,eledebtrain015.dat,eledebtrain015
7165.0,42338.62,0.0497225,9.4599,46.8962,224.4763,299.3461,eledebtrain015.dat,eledebtrain015
-355.0,42268.8,0.312156,26.863,242.6721,325.3543,359.4648,eledebtrain016.dat,eledebtrain016
5835.0,42277.45,0.2866861,19.1212,72.2278,277.0713,27.2454,eledebtrain016.dat,eledebtrain016
6015.0,42285.13,0.2355347,20.5221,264.0131,24.6339,23.3914,eledebtrain016.dat,eledebtrain016
7205.0,42256.85,0.0699861,23.1939,69.1483,212.0025,6.8629,eledebtrain016.dat,eledebtrain016
355.0,42298.87,0.0671325,15.1284,156.18,245.8158,15.3508,eledebtrain017.dat,eledebtrain017
1855.0,42289.68,0.0641827,15.6207,346.7559,293.7126,3.2895,eledebtrain017.dat,eledebtrain017
2045.0,42256.88,0.0651279,15.7332,79.3258,141.5894,1.8662,eledebtrain017.dat,eledebtrain017
3275.0,42210.72,0.073176,15.4859,278.3039,275.4619,353.3903,eledebtrain017.dat,eledebtrain017
3915.0,42341.41,0.0679812,15.4773,147.0187,196.6058,353.4577,eledebtrain017.dat,eledebtrain017
4395.0,42219.72,0.0725631,15.1234,246.9433,305.0285,342.6059,eledebtrain017.dat,eledebtrain017
5135.0,42246.35,0.0714234,14.9207,353.6598,317.4297,331.7824,eledebtrain017.dat,eledebtrain017
5325.0,42292.78,0.0568492,14.5668,98.4613,155.5719,333.1967,eledebtrain017.dat,eledebtrain017
5655.0,42217.49,0.0536013,14.2013,27.844,121.478,326.6096,eledebtrain017.dat,eledebtrain017
6095.0,42277.19,0.0582914,13.2235,166.4955,208.1732,326.6742,eledebtrain017.dat,eledebtrain017
6415.0,42270.62,0.053007,12.7936,111.6268,163.2247,325.0895,eledebtrain017.dat,eledebtrain017
7085.0,42257.21,0.0563426,11.1525,323.4959,100.89,313.9372,eledebtrain017.dat,eledebtrain017
225.0,42187.01,0.0189856,15.4925,42.8618,183.3185,43.9813,eledebtrain018.dat,eledebtrain018
2575.0,42280.19,0.0483294,18.4197,205.3383,286.0588,19.894,eledebtrain018.dat,eledebtrain018
3665.0,42303.45,0.0452874,19.4976,344.9856,308.6803,8.3167,eledebtrain018.dat,eledebtrain018
5245.0,42182.93,0.0445401,20.1421,315.2893,37.315,348.6225,eledebtrain018.dat,eledebtrain018
5595.0,42332.93,0.0468213,19.8051,251.0606,36.7483,339.9524,eledebtrain018.dat,eledebtrain018
6305.0,42317.05,0.0478554,18.8159,108.0923,42.4103,334.3521,eledebtrain018.dat,eledebtrain018
6925.0,42268.66,0.0215356,17.9103,24.7072,9.3506,331.1359,eledebtrain018.dat,eledebtrain018
7175.0,42244.79,0.0278443,18.0652,225.4121,120.895,325.8962,eledebtrain018.dat,eledebtrain018
6315.0,42340.95,0.6476585,11.2377,215.874,2.2716,20.6285,eledebtrain019.dat,eledebtrain019
-3085.0,42273.03,0.1429969,12.16,292.4054,53.2743,72.7044,eledebtrain020.dat,eledebtrain020
-2145.0,42324.09,0.0070119,14.9949,22.4347,61.2732,57.0923,eledebtrain020.dat,eledebtrain020
-1545.0,42290.01,0.1355704,16.7258,150.2264,129.6063,47.23,eledebtrain020.dat,eledebtrain020
-1255.0,42227.26,0.1375771,17.1624,97.5658,101.8266,43.0884,eledebtrain020.dat,eledebtrain020
-865.0,42308.25,0.1457801,17.9351,323.3753,119.135,38.2111,eledebtrain020.dat,eledebtrain020
445.0,42262.95,0.0075454,19.8963,228.9854,212.9374,21.0467,eledebtrain020.dat,eledebtrain020
725.0,42333.38,0.1086416,20.4448,145.3991,213.9895,18.1779,eledebtrain020.dat,eledebtrain020
935.0,42206.75,0.1220471,20.3571,152.4928,141.5105,15.9781,eledebtrain020.dat,eledebtrain020
2065.0,42323.61,0.1327858,20.8593,157.9481,181.8117,3.7585,eledebtrain020.dat,eledebtrain020
4835.0,42207.02,0.0795995,19.2092,290.0216,327.9707,335.776,eledebtrain020.dat,eledebtrain020
7085.0,42226.18,0.052838,14.7682,318.7292,38.2489,306.1577,eledebtrain020.dat,eledebtrain020
-3085.0,42222.77,0.0720493,18.354,292.6845,108.9713,58.3345,eledebtrain021.dat,eledebtrain021
-1565.0,42109.25,0.8347902,27.4971,265.1192,221.7071,311.6884,eledebtrain022.dat,eledebtrain022
-315.0,42096.14,0.6295989,41.2979,206.4356,7.1822,8.8163,eledebtrain022.dat,eledebtrain022
5.0,42114.87,0.5880567,39.0984,154.985,353.7028,335.0636,eledebtrain022.dat,eledebtrain022
1585.0,42025.4,0.1323069,38.9685,37.051,100.0311,352.3413,eledebtrain022.dat,eledebtrain022
2925.0,42007.9,0.2549062,28.4466,219.659,305.3396,42.1762,eledebtrain022.dat,eledebtrain022
5175.0,41930.97,0.091316,39.3593,347.1167,327.4068,3.2112,eledebtrain022.dat,eledebtrain022
5955.0,42058.51,0.7403478,20.2965,168.5851,147.9407,258.1751,eledebtrain022.dat,eledebtrain022
4125.0,42323.6,0.0761525,12.5567,317.7124,41.1169,349.213,eledebtrain023.dat,eledebtrain023
4305.0,42292.79,0.0591513,12.5788,280.5103,48.3135,344.3355,eledebtrain023.dat,eledebtrain023
4705.0,42268.51,0.0595104,12.6589,205.3236,55.685,348.7066,eledebtrain023.dat,eledebtrain023
5045.0,42297.54,0.0585076,12.2338,134.7339,67.5003,348.4471,eledebtrain023.dat,eledebtrain023
5825.0,42299.2,0.0594341,11.9624,360.8678,86.1129,334.7687,eledebtrain023.dat,eledebtrain023
6545.0,42279.36,0.0585308,10.8549,217.9871,110.4409,334.1983,eledebtrain023.dat,eledebtrain023
7025.0,42269.9,0.0694746,10.1583,131.506,115.5467,329.1163,eledebtrain023.dat,eledebtrain023
-275.0,42205.95,0.1090774,13.2826,288.1551,288.9166,54.3386,eledebtrain024.dat,eledebtrain024
535.0,42218.26,0.0775075,14.5967,47.2469,328.4227,45.0566,eledebtrain024.dat,eledebtrain024
1095.0,42289.77,0.0950192,15.343,297.4379,291.2836,39.8041,eledebtrain024.dat,eledebtrain024
1385.0,42279.95,0.0456748,16.2477,222.4856,302.1437,35.6924,eledebtrain024.dat,eledebtrain024
3335.0,42210.57,0.1044423,18.7893,23.2605,356.4826,15.9897,eledebtrain024.dat,eledebtrain024
7215.0,42217.67,0.0872359,17.8397,307.3593,152.1681,327.6328,eledebtrain024.dat,eledebtrain024
-3345.0,42249.67,0.0576852,8.8583,110.6233,166.4303,43.0166,eledebtrain025.dat,eledebtrain025
-1815.0,42279.3,0.0559357,11.2978,257.4371,209.0223,29.4363,eledebtrain025.dat,eledebtrain025
-905.0,42275.83,0.0527764,12.6222,136.5008,225.5306,20.6418,eledebtrain025.dat,eledebtrain025
45.0,42244.06,0.0581312,12.8854,358.5069,259.6828,11.8124,eledebtrain025.dat,eledebtrain025
365.0,42262.8,0.0587486,12.6387,318.6532,263.1906,9.2427,eledebtrain025.dat,eledebtrain025
1035.0,42281.82,0.0565743,12.6247,224.6824,275.1004,4.0549,eledebtrain025.dat,eledebtrain025
2315.0,42227.95,0.0544862,12.4366,37.1513,309.6385,357.2765,eledebtrain025.dat,eledebtrain025
2895.0,42331.43,0.0552306,12.3668,315.3497,320.3288,358.7176,eledebtrain025.dat,eledebtrain025
3525.0,42247.16,0.0505749,12.3593,224.8075,339.5553,352.6708,eledebtrain025.dat,eledebtrain025
3905.0,42192.23,0.0501533,12.004,175.4152,355.5257,341.6552,eledebtrain025.dat,eledebtrain025
4215.0,42245.03,0.0503285,12.2832,130.2049,1.3942,344.1846,eledebtrain025.dat,eledebtrain025
5825.0,42335.34,0.0504346,11.2244,262.4537,39.0309,333.0457,eledebtrain025.dat,eledebtrain025
6605.0,42244.15,0.0524716,9.9323,157.1975,60.4425,325.9297,eledebtrain025.dat,eledebtrain025
7265.0,42180.72,0.049233,8.9306,59.7638,84.7764,312.4654,eledebtrain025.dat,eledebtrain025
-1035.0,42325.6,0.0409359,6.7413,255.87,322.6358,9.1733,eledebtrain026.dat,eledebtrain026
-575.0,42220.28,0.0691343,7.0287,44.2542,88.2561,11.0203,eledebtrain026.dat,eledebtrain026
585.0,42221.03,0.0878337,7.6191,143.4897,136.2468,16.7671,eledebtrain026.dat,eledebtrain026
2275.0,42272.05,0.0529929,9.3998,12.4099,314.0973,22.7225,eledebtrain026.dat,eledebtrain026
3035.0,42239.0,0.0453159,10.5791,199.549,353.3059,21.4764,eledebtrain026.dat,eledebtrain026
4315.0,42195.72,0.0978902,12.4607,121.312,215.0407,15.3705,eledebtrain026.dat,eledebtrain026
4595.0,42246.79,0.0541979,13.0077,141.7279,141.3513,13.4443,eledebtrain026.dat,eledebtrain026
4995.0,42322.97,0.068638,13.32,33.6927,175.4796,10.4746,eledebtrain026.dat,eledebtrain026
5325.0,42204.16,0.047532,13.5252,12.8455,139.0906,7.8692,eledebtrain026.dat,eledebtrain026
6985.0,42307.31,0.1050495,13.5474,259.2421,317.9556,357.5506,eledebtrain026.dat,eledebtrain026
1675.0,42189.19,0.1033178,10.7477,44.6143,218.3472,322.1855,eledebtrain027.dat,eledebtrain027
2195.0,42294.77,0.1039299,9.8575,261.0292,268.4233,323.1002,eledebtrain027.dat,eledebtrain027
